instance_path;rotation;mirror_plates;faithful;round2disc;pricing;qt_pevars_after_preprocess;qt_cmvars_after_preprocess;qt_plates_after_preprocess;length_pe_after_pricing;length_cm_after_pricing;length_pc_after_pricing;qt_unreachable_plate_types;qt_reachable_extractions;qt_reachable_cuts;qt_reachable_plate_types;qt_pevars_after_purge;qt_cmvars_after_purge;qt_plates_after_purge;purge_unreachable_time;num_vars;num_constrs;num_nonzeros;enumeration_time;build_time;build_stop_reason;stop_reason;build_and_solve_time;root_node_time;obj_value;obj_bound;solution_value;solution_print_time;total_instance_time;total_file_time;run_ended_by_exception;extra_gc_time;run_total_time;run_time_spent_on_gc;this_data_file
../instances/G2CSP/CLASS/cl_01_040_02;1;1;0;1;none;31;262;53;31;262;53;0;31;262;53;31;262;53;4.1218e-5;294;960;797;0.000271986;0.022415876388549805;BUILT_MODEL;MathOptInterface.OPTIMAL;0.030531883239746094;0.0;11.0;11.0;11;0.0023000240325927734;0.032836198806762695;0.033138321;false;0.097011615;0.13240088;0.096502139;./experiments_outputs/2021-06-10T02:37:09/jl_arJQjF
../instances/G2CSP/CLASS/cl_06_100_01;1;1;0;1;none;104;6576943;43500;104;6576943;43500;0;104;6576943;43500;104;6576943;43500;0.316140005;6577048;19774742;19687685;2.02158403;22.240195989608765;BUILT_MODEL;MathOptInterface.TIME_LIMIT;3602.2327740192413;3578.59;26.0;0.0;26;2.755887031555176;NaN;NaN;true;0.582040994;3605.600103751;3.399562712;./experiments_outputs/2021-06-10T02:37:09/jl_at0wRI
../instances/G2CSP/CLASS/cl_02_040_10;1;1;0;1;none;26;6913;463;26;6913;463;0;26;6913;463;26;6913;463;0.000355553;6940;21307;20333;0.002032201;0.022478818893432617;BUILT_MODEL;MathOptInterface.OPTIMAL;2.260687828063965;0.12;2.0;2.0;2;0.00611114501953125;2.2668020725250244;2.267084874;false;0.099530231;2.368723702;0.097629799;./experiments_outputs/2021-06-10T02:37:09/jl_aVUD6I
../instances/G2CSP/CLASS/cl_03_080_02;1;1;0;1;none;404;12174;684;404;12174;684;0;404;12174;684;404;12174;684;0.000645182;12579;38495;36650;0.004931486;0.05965900421142578;BUILT_MODEL;MathOptInterface.OPTIMAL;11.457433938980103;0.21;17.0;17.0;17;0.01119089126586914;11.468629121780396;11.468954575;false;0.098713644;11.569783197;0.096106363;./experiments_outputs/2021-06-10T02:37:09/jl_avYBGG
../instances/G2CSP/CLASS/cl_10_100_01;1;1;0;1;none;109;236565;4650;109;236565;4650;0;109;236565;4650;109;236565;4650;0.008409055;236675;714770;705321;0.072917813;0.8094260692596436;BUILT_MODEL;MathOptInterface.TIME_LIMIT;3600.022110939026;48.77;16.0;14.0;16;0.11044812202453613;NaN;NaN;true;0.113077237;3600.275118145;0.186041191;./experiments_outputs/2021-06-10T02:37:09/jl_AXRfWG
../instances/G2CSP/CLASS/cl_06_060_09;1;1;0;1;none;727;6221206;42374;727;6221206;42374;0;727;6221206;42374;727;6221206;42374;0.296199901;6221934;18708234;18622641;1.861376732;21.005964040756226;BUILT_MODEL;MathOptInterface.TIME_LIMIT;3612.938436985016;3590.58;19.0;0.0;19;2.685152053833008;NaN;NaN;true;0.577344242;3616.231116492;2.994338682;./experiments_outputs/2021-06-10T02:37:09/jl_b0s2uF
../instances/G2CSP/CLASS/cl_03_100_10;1;1;0;1;none;132;15239;775;132;15239;775;0;132;15239;775;132;15239;775;0.000730023;15372;46983;45225;0.006029962;0.0644371509552002;BUILT_MODEL;MathOptInterface.OPTIMAL;2.0337531566619873;0.26;29.0;29.0;29;0.016830921173095703;2.050589084625244;2.050951233;false;0.099747611;2.152803341;0.09672675;./experiments_outputs/2021-06-10T02:37:09/jl_b4AaKG
../instances/G2CSP/CLASS/cl_08_020_01;1;1;0;1;none;272;7094;494;272;7094;494;0;272;7094;494;272;7094;494;0.000338562;7367;22612;21442;0.002380431;0.040348052978515625;BUILT_MODEL;MathOptInterface.OPTIMAL;0.42465901374816895;0.13;6.0;6.0;6;0.004425048828125;0.429088830947876;0.429897341;false;0.097724788;0.53012337;0.095699518;./experiments_outputs/2021-06-10T02:37:09/jl_bcJYjF
../instances/G2CSP/CLASS/cl_09_080_10;1;1;0;1;none;1434;27079;1175;1434;27079;1175;0;1434;27079;1175;1434;27079;1175;0.000911898;28514;86792;83108;0.010150383;0.10935401916503906;BUILT_MODEL;MathOptInterface.OPTIMAL;2.6459860801696777;0.64;60.0;60.0;60;0.022222042083740234;2.668213129043579;2.6685582;false;0.10267003;2.774236059;0.10377958;./experiments_outputs/2021-06-10T02:37:09/jl_beMzOG
../instances/G2CSP/CLASS/cl_09_020_03;1;1;0;1;none;304;553;82;304;553;82;0;304;553;82;304;553;82;5.0817e-5;858;2674;2231;0.000467997;0.02333998680114746;BUILT_MODEL;MathOptInterface.OPTIMAL;0.03341197967529297;0.01;14.0;14.0;14;0.0018739700317382812;0.03528881072998047;0.035577774;false;0.09390008;0.131807309;0.093238507;./experiments_outputs/2021-06-10T02:37:09/jl_BK8NpF
